company_id,company_name,headline,url,date,snippet,full_summary
birchbox-f40bd7,Birchbox,Birchbox Launches Its First In-House Makeup Brand,https://www.prnewswire.com/news-releases/birchbox-launches-its-first-in-house-makeup-brand-300160457.html,,"June 28, 2018 -NEW YORK,Oct. 15, 2015/PRNewswire/ -- Birchbox, a leading beauty and grooming retailer, has expanded into product development with the launch of its debut brand, LOC (Love of Color), which was fully conceptualized and developed by Birchbox.",
birchbox-f40bd7,Birchbox,Birchbox Launches Athleisure-Inspired Brand Called ARROW,https://www.prnewswire.com/news-releases/birchbox-launches-athleisure-inspired-brand-called-arrow-300200704.html,,"June 29, 2018 -The beauty retailer's second in-house brand features makeup and skincare products designed to keep up with an active lifestyle ... NEW YORK,Jan. 7, 2016/PRNewswire/ -- Birchbox, a leading beauty and grooming retailer, has announced the launch ...",
birchbox-f40bd7,Birchbox,Birchbox News & Press Releases | PR Newswire,https://www.prnewswire.com/news/Birchbox/,,"Birchbox, a leading beauty and grooming retailer, has announced the launch of ARROW, its second in-house beauty brand. Inspired by the evolution of... Birchbox, a leading beauty and grooming retailer, has expanded into product development with the launch of its debut brand, LOC (Love of Color),...",
birchbox-f40bd7,Birchbox,How I Became the Director of Engineering at Birchbox - Becky Case Profile,https://www.cosmopolitan.com/career/a8647927/director-of-engineering-at-birchbox-becky-case-get-that-life/,,"August 26, 2022 -At that point [in 2011], I was a little burnt out from engineering. I had some money saved up, so I quit my job and took some time off. I decided to go to Australia for three weeks, but by the time I got back, I wanted to have a job lined up. I got lucky. I heard Birchbox had an open position and I was immediately like, I want that. ... I had been interviewing for three weeks [before I left], and Birchbox was the last interview on the list. The CTO was a woman and I was really impressed with her.",
birchbox-f40bd7,Birchbox,Careers | Birchbox,https://www.birchbox.com/about-careers,,Each and every day our team makes their own ideas come to life through products our customers love,
birchbox-f40bd7,Birchbox,Birchbox NYC Jobs + Careers | Built In NYC,https://www.builtinnyc.com/company/birchbox/jobs,,Explore jobs and careers at Birchbox in NYC. Birchbox is currently hiring for a range of positions.,
birchbox-f40bd7,Birchbox,Birchbox Careers and Employment | Indeed.com,https://www.indeed.com/cmp/Birchbox,,"Find out what works well at Birchbox from the people who know best. Get the inside scoop on jobs, salaries, top office locations, and CEO insights. Compare pay for popular roles and read about the team’s work-life balance. Uncover why Birchbox is the best company for you.",
birchbox-f40bd7,Birchbox,Interview Insider: How to Get Hired at Birchbox,https://www.cosmopolitan.com/career/interviews/a31888/interview-insider-birchbox-career-jobs/,,"October 9, 2014 -When customers aren't banging on your door for jobs, where do you recruit? We use a number of sources to find engineers and creative talent, includingLinkedIn, GitHub, Stack Overflow, StartUpers, Behance, Mediabistro, Dribbble, Krop, and Hired.",
cyberarrow-ee2f53,CyberArrow,CyberArrow grows regional presence by expanding operations in Saudi Arabia,https://www.msn.com/en-ae/news/featured/cyberarrow-grows-regional-presence-by-expanding-operations-in-saudi-arabia/ar-AA1yH5ps,2026-01-30T01:33:00+00:00,"CyberArrow, a global provider of Governance, Risk, and Compliance (GRC) solutions, is expanding its investments and operations in Saudi Arabia. This strategic move aligns with the company's commitment to supporting businesses across the Middle East ...",
cyberarrow-ee2f53,CyberArrow,CyberArrow and Mobily Announced a Strategic Partnership for CyberArrow's AI-Powered GRC at Black Hat 2023,https://www.businesswire.com/news/home/20231123032872/en/CyberArrow-and-Mobily-Announced-a-Strategic-Partnership-for-CyberArrow’s-AI-Powered-GRC-at-Black-Hat-2023,2023-11-23T04:41:00+00:00,"RIYADH, Saudi Arabia--(BUSINESS WIRE)--In a groundbreaking collaboration, Mobily, one of the largest telecom companies in Saudi Arabia, and CyberArrow, a leading UAE-based Compliance Automation Platform and Cyber Security Awareness Platform provider ...",
cyberarrow-ee2f53,CyberArrow,CyberArrow Selects AlJammaz Technologies to Become a Key Distributor in the Kingdom of Saudi Arabia,https://finance.yahoo.com/news/cyberarrow-selects-aljammaz-technologies-become-110500224.html,2023-11-12T23:59:00+00:00,"RIYADH, SAUDI ARABIA, Nov. 13, 2023 (GLOBE NEWSWIRE) -- CyberArrow, a prominent player in the field of cyber security and compliance, is making significant strides with its cutting-edge products, CyberArrow GRC and the CyberArrow Cyber Security Awareness ...",
cyberarrow-ee2f53,CyberArrow,CyberArrow Signs MoU with the UAE Cyber Security Council and Wins Award for State-of-the-Art Awareness Platform,https://finance.yahoo.com/news/cyberarrow-signs-mou-uae-cyber-050000514.html,2022-02-07T00:00:00+00:00,"Dubai, United Arab Emirates--(Newsfile Corp. - February 7, 2022) - Recently, the Memorandum of Understanding (MoU) has been signed between CyberArrow's Top Management and His Excellency Dr. Mohamed Hamad Al Kuwaiti, the Head of Cyber Security UAE during ...",
cyberarrow-ee2f53,CyberArrow,"CyberArrow - Products, Competitors, Financials, Employees, Headquarters Locations",https://www.cbinsights.com/company/cyberarrow,,CyberArrow's latest funding round isIncubator/Accelerator. ... Investors of CyberArrow include Microsoft for Startups Founders Hub.,
cyberarrow-ee2f53,CyberArrow,CyberArrow - Crunchbase Company Profile & Funding,https://www.crunchbase.com/organization/cyberarrow-7140,,"CyberArrow helps automate cybersecurity compliance, business continuity, and network security. ... AI Content may contain mistakes and is not legal, financial or investment advice.",
cyberarrow-ee2f53,CyberArrow,"CyberArrow - Cyber Security, Information Technology Company Profile, Funding Rounds and Investors - Bounce Watch",https://bouncewatch.com/explore/startup/cyberarrow,,"With the increasing importance of cybersecurity and compliance, CyberArrow positions itself as a company addressing a critical need in the market. As of now, there is no publicly available information regarding the last investment or the investors involved in CyberArrow.",
cyberarrow-ee2f53,CyberArrow,"CyberArrow 2025 Company Profile: Valuation, Funding & Investors | PitchBook",https://pitchbook.com/profiles/company/731653-39,,"Information on valuation, funding, cap tables, investors, and executives for CyberArrow. Use the PitchBook Platform to explore the full profile.",
cyberarrow-ee2f53,CyberArrow,"CyberArrow - 2025 Company Profile, Team & Competitors - Tracxn",https://tracxn.com/d/companies/cyberarrow/__wbGD6kSUkXfOVTiggIDkAGcu_PJWNiCPfqyRPDjDo1Y,,"June 9, 2025 -It operates as a Provider of cyber security and penetration testing services.CyberArrow has not raised any funding yet. The company has 4904 active competitors, including 143 funded and 422 that have exited.",
cyberarrow-ee2f53,CyberArrow,CyberArrowGRC demo | Book a free demo today,https://www.cyberarrow.io/free-demo/,,CyberArrowGRC allows you to automate your GRC Program while not being too complex to manage.CYBERARROWAWARENESS™. Build cyber instincts — prevent breaches before they ignite.,
cyberarrow-ee2f53,CyberArrow,CyberArrowSelects AlJammaz Technologies to Become a Key,https://www.globenewswire.com/news-release/2023/11/13/2778835/0/en/CyberArrow-Selects-AlJammaz-Technologies-to-Become-a-Key-Distributor-in-the-Kingdom-of-Saudi-Arabia.html,,"CyberArrowbrings a wealth of expertise to the region, building on a strong track record of successful collaborations with prominent organizations. To learn more aboutCyberArrow, visitCyberArrow.io or schedule a free demo. Social links.",
cyberarrow-ee2f53,CyberArrow,CyberArrowand G42 CloudAnnounceNew Partnership,https://finance.yahoo.com/news/cyberarrow-g42-cloud-announce-partnership-131300657.html,,This is a paid pressrelease. Contact the pressreleasedistributor directly with any inquiries. GlobeNewswire.CyberArrowand G42 CloudAnnounceNew Partnership.,
cyberarrow-ee2f53,CyberArrow,CyberArrowand MobilyAnnounceda Strategic... - MENA Newswire,https://menanewswire.com/cyberarrow-and-mobily-announced-a-strategic-partnership-for-cyberarrows-ai-powered-grc-at-black-hat-2023/,,"Theannouncementmade, solidifies Mobily as a strategic partner utilizingCyberArrow’s AI-Powered Governance, Risk, and Compliance (GRC) solution to enhance cyber security compliance in the region.",
cyberarrow-ee2f53,CyberArrow,CyberArrow& Mobily partner to strengthen... - GCC Business News,https://www.gccbusinessnews.com/cyberarrow-mobily-partner-to-strengthen-cybersecurity-compliance-in-saudi/,,"CyberArrow, a leading cyber security compliance automation provider based in Dubai, and Mobily, one of the largest telecommunications providers in Saudi Arabia, have partnered to enhance cyber security compliance and awareness for businesses in the region.",
cyberarrow-ee2f53,CyberArrow,Common types of socialengineeringattacks |CyberArrow,https://www.cyberarrow.io/blog/types-of-social-engineering-attacks/,,"In this blog, we'll explore the different types of socialengineeringattacks like phishing, vishing, baiting, and tailgating. And how to protect your business.",
cyberarrow-ee2f53,CyberArrow,Explore careers at CyberArrow,https://www.cyberarrow.io/careers/,,"December 16, 2024 -Explore careers at CyberArrow. Discover job openings, our culture, and join our innovative team dedicated to growth and technology.",
cyberarrow-ee2f53,CyberArrow,$91k-$245k Cyber Arrow Jobs (NOW HIRING) Oct 2025,https://www.ziprecruiter.com/Jobs/Cyber-Arrow,,Browse 5 CYBER ARROW jobs ($91k-$245k) from companies with openings that are hiring now. Find job postings near you and 1-click apply!,
cyberarrow-ee2f53,CyberArrow,"CyberArrow - Overview, News & Similar companies | ZoomInfo.com",https://www.zoominfo.com/c/cyberarrow/563816849,,"View CyberArrow (www.cyberarrow.io) location in United Arab Emirates , revenue, industry and description. Find related and similar companies as well as employees by title and much more.",
cyberarrow-ee2f53,CyberArrow,ControlPanelGRC vs.CyberArrowComparison,https://sourceforge.net/software/compare/ControlPanelGRC-vs-CyberArrow/,,"Compare ControlPanelGRC vs.CyberArrowusing this comparison chart. Compare price, features, and reviews of the software side-by-side to make the best choice for your business.",
cyberarrow-ee2f53,CyberArrow,CyberArrow| LinkedIn,https://ae.linkedin.com/company/cyberarrow,,"CyberArrowGRC is your top solution to stress-free enterprise compliance and Enterprise GRC needs. Theplatformis trusted by the world's biggest brands including but not limited to: Emirates Airlines, American Express, Bupa and others.",
cyberarrow-ee2f53,CyberArrow,"CyberArrow, from Dubai to the World. | Daily Digital Grind",https://dailydigitalgrind.com/cyberarrow-from-dubai-to-the-world/,,"CyberArrowwas built as a GRC automationplatformdesigned for the modern world, fast, smart, and simple to use. From ISO 27001 to SOC 2 and SOX compliance, ourplatformhelps companies stay compliant automatically, saving months of effort and thousands of dollars every year.",
edz-systems-c440b5,EDZ Systems,EDZSystems| LinkedIn,https://www.linkedin.com/company/edz-systems,,"EDZSystems(EDZ) provides Intelligent Global IT Solutions, a proprietary Intelligent Resource Management System (Intelligent RMS) and Strategic Consulting Services worldwide, helping companies to optimize their people, projects, matters, engagements and results.",
edz-systems-c440b5,EDZ Systems,Former DST execs launchEDZSystemstool to centralize law office data,https://www.startlandnews.com/2018/08/former-dst-execs-edz-systems/,,A quartet of former DST Systems executives who went on to launchEDZSystemsare hoping to streamline law offices’ operations with the help of their new software. The Overland Park-based startup recently released Intelligent RMS...,
edz-systems-c440b5,EDZ Systems,Working atEDZSystems| Glassdoor,"https://www.glassdoor.co.in/Overview/Working-at-EDZ-Systems-EI_IE1747195.11,22.htm",,"Got a burning question aboutEDZSystems? Just ask! On Glassdoor, you can share insights and advice anonymously withEDZSystemsemployees and get real answers from people on the inside.",
edz-systems-c440b5,EDZ Systems,EDZSystemsto unveil new law firm compensation management...,https://www.prweb.com/releases/edz-systems-to-unveil-new-law-firm-compensation-management-system-rouse-frets-white-goss-early-users-of-groundbreaking-module-891780450.html,,"EDZSystemswill soon offer clients a law firm compensation management system model through theEDZSystems' Intelligent Resource Management System, with law firm Rouse Frets White Goss acting as an early adopter of the product.",
edz-systems-c440b5,EDZ Systems,EDZSystems(Cybersecurity Business) 2025 Company... | PitchBook,https://pitchbook.com/profiles/company/693356-86,,"Information on acquisition,funding, investors, and executives forEDZSystems(Cybersecurity Business). Use the PitchBook Platform to explore the full profile.",
edz-systems-c440b5,EDZ Systems,EDZSystems(@EDZ_Systems) / Twitter,https://twitter.com/edz_systems,,EDZSystemsis a softwareproductand consulting services company. Proprietary softwareproductsinclude Intelligent RMS and MyIntelligentCare.,
edz-systems-c440b5,EDZ Systems,Rouse Frets Implements Intelligent RMS Software fromEDZSystems...,https://news.thomasnet.com/companystory/rouse-frets-implements-intelligent-rms-software-from-edz-systems-a-new-modern-erp-platform-40028969,,"EDZSystemsis a certified minority and woman-owned software solutions firm providing Software Development, Strategic Consulting and Staff Augmentation Services as well as proprietary softwareproducts.",
edz-systems-c440b5,EDZ Systems,Rouse Frets Implements Intelligent RMS Software fromEDZSystems...,https://www.prweb.com/releases/rouse_frets_implements_intelligent_rms_software_from_edz_systems_a_new_modern_erp_platform/prweb16551617.htm,,"“Rouse Frets selected Intelligent RMS as a strategicplatformto enable on-demand access to resource, client, and matter information, and quickly respond to new business opportunities.” said Elizabeth DeZeeuw, President and CEO ofEDZSystems.",
edz-systems-c440b5,EDZ Systems,EDZSystemsto Unveil New Law Firm Compensation Management...,https://techrseries.com/hrms/edz-systems-to-unveil-new-law-firm-compensation-management-system/,,"EDZSystemswill soon offer clients a law firm compensation management system model through theEDZSystems’ Intelligent Resource Management System, with law firm Rouse Frets White Goss acting as an early adopter of the product.",
elios-talent-8d87c0,Elios Talent,EliosTalent| LinkedIn,https://www.linkedin.com/company/eliostalent,,"Hiring techtalentshouldn't take months. Most companies are stuck choosing between two bad options: staffing agencies that flood your inbox with unvetted resumes, or consulting firms that charge premium rates for basic staffing work. We built a third option.",
elios-talent-8d87c0,Elios Talent,Elios- You have atalentproblem. We solve it.,https://eliostalent.com/,,"Eliosis your strategictalentpartner. You have atalentproblem, we solve it. We deliver the strategic partnership you'd expect from a consulting firm without paying for their bench. Consulting-grade quality. Staff-aug economics.",
elios-talent-8d87c0,Elios Talent,EliosTalentJobs | Recruit.net,https://www.recruit.net/company-elios-talent-jobs,,"EliosTalent( Mesquite TX ) +1 other locations. CT Technologist Top level Clinic team in all of Texas Monday - Friday schedule Monday - Thursday 8a - 5p Friday 8a - 3p Skills include Angios, Coronary calcium scores, PET scans Full time position Join.",
elios-talent-8d87c0,Elios Talent,"Data Engineer job atEliosTalentHouston, TX, US - lojaecuador.com.ec",https://lojaecuador.com.ec/library/job/data-engineer-at-elios-talent-houston-tx-VnF1SjFua2xDY3FTMnFySlBQMzNWeWpLekE9PQ==,,"MIM has been ranked a ""Best Places to Work in Money Management"" by Pensions &Investmentsfor four consecutive...",
elios-talent-8d87c0,Elios Talent,Jr. . NET Engineer (San Francisco) job atEliosTalent... - aihbaedu.in,https://aihbaedu.in/apply/job/jr-net-engineer-san-francisco-at-elios-talent-san-francisco-ca-ZytXU2UvQVRmYmZtSWE5cDFGalFvODkzT2c9PQ==,,"This range is provided byEliosTalent. Your actual pay will be based on your skills and experience talk with your recruiter to learn more. Base pay range. $75,000.00/yr - $90,000.00/yr. Direct message the job poster fromEliosTalent.",
elios-talent-8d87c0,Elios Talent,"Vice President of Hospice job atEliosTalentDallas, TX, US",https://demo.quickcreate.com.br/jobs/job/vice-president-of-hospice-at-elios-talent-dallas-tx-Tk9mbHI2WEpuT0xUOS95TWZxQjB6OUREZ2c9PQ==,,"Vice President of Hospice Job atEliosTalent, Dallas, TX. Tk9mbHI2WEpuT0xUOS95TWZxQjB6OUREZ2c9PQ==.EliosTalent.",
elios-talent-8d87c0,Elios Talent,Elios Talent hiring Data Engineer (Platform) in United States | LinkedIn,https://www.linkedin.com/jobs/view/4382435026,,Posted 2:37:13 PM. Data Engineer (Platform)6-Month Contract • $70-$95/hr • Fully Remote About the RoleWe are seeking a…See this and similar jobs on LinkedIn.,
elios-talent-8d87c0,Elios Talent,"Engineering manager, webplatform-EliosTalent(Mexico City)",https://empleo24.mx/engineering-manager/engineering-manager-web-platform_i3768465759,,"EliosTalentMexico City, Mexico City, MX. Publicado 2026-02-03.to lead themodernizationand strategic evolution of enterprise-scale, mission-critical systems. This role is ideal for a senior technical leader who thrives in complex environments, has deep expertise in.",
elios-talent-8d87c0,Elios Talent,Đánh giáEliosTalent| Đọc tất cả đánh giá của khách hàng... - Trustima,https://www.trustima.com.vn/review/eliostalent.com,,EliosTalentchưa nhận được đánh giá nào. Hãy là người đầu tiên chia sẻ trải nghiệm của bạn.,
elios-talent-8d87c0,Elios Talent,EliosTalent| The Org,https://theorg.com/org/elios-talent,,"Eliosis a technology-driven staffing firm that connects toptalentwith leading companies across healthcare, technology, finance, and legal industries. Backed by private equity and powered by an advanced AIplatform, we provide innovative...",
exatech-inc-bdbc75,ExaTech Inc,StartUp (TV series) - Wikipedia,https://en.wikipedia.org/wiki/StartUp_(TV_series),,"StartUp is an American crime drama televisionseriescreated by Ben Ketai that premiered on September 6, 2016 on Crackle. It stars Adam Brody, Martin Freeman, Edi Gathegi, Otmara Marrero, Ron Perlman, Mira Sorvino, and Addison Timlin. On November 15, 2017, it was renewed for a third season which was released on November 1, 2018.",
exatech-inc-bdbc75,ExaTech Inc,Investment Company Series and Class Information - SEC.gov,https://www.sec.gov/data-research/sec-markets-data/investment-company-series-class-information,,The Series and Class Report provides basic identification information for all active registeredinvestmentcompany series and classes have been issued IDs by the Commission.,
exatech-inc-bdbc75,ExaTech Inc,"What Is Series Funding A, B, and C? - Investopedia",https://www.investopedia.com/articles/personal-finance/102015/series-b-c-funding-what-it-all-means-and-how-it-works.asp,,"Nov 4, 2025 ·Series A, B, and Cfundingrounds are separate fundraising events businesses use to raise capital. Each round is named for the series of stock being issued.",
exatech-inc-bdbc75,ExaTech Inc,Is it a legitimate investment opportunity or a scam ...,https://consumer.ftc.gov/consumer-alerts/2023/07/it-legitimate-investment-opportunity-or-scam,,"Jul 20, 2023 ·When you hear about a can’t-missinvestmentopportunity your first reaction might be to jump right in. Don’t. But how do you tell the difference between a legitimateinvestment— and a scam?Investmentscams create the impression that you can ""make lots of money"" with ""little to no risk."" They often start on social media, online dating apps, or from an unexpected text, email, or call ...",
exatech-inc-bdbc75,ExaTech Inc,Investment Firms Deemed Winning Bidder to Become Exactech's ...,https://www.prnewswire.com/news-releases/investment-firms-deemed-winning-bidder-to-become-exactechs-new-owners-302398723.html,,"Mar 11, 2025 ·Moving Company Forward to Emerge from Restructuring in Coming Months Renewing Focus on Driving Future Growth and Innovation GAINESVILLE, Fla., March 11, 2025 /PRNewswire/ -- Exactech (or""the ...",
exatech-inc-bdbc75,ExaTech Inc,Press & News - XCath Media Coverage & Announcements,https://xcath.com/press.html,,"Latest press releases and media coverage about XCath's endovascular robotics innovations, clinical milestones, and industry recognition.",
exatech-inc-bdbc75,ExaTech Inc,Company Announcements – Latest Company Information – FT.com,https://markets.ft.com/data/announce,,"The latest company information, including net asset values, performance, holding & sectors weighting, changes in voting rights, and directors and dealings.",
exatech-inc-bdbc75,ExaTech Inc,"Understanding Announcement Dates: Definitions, Processes, and ...",https://www.investopedia.com/terms/a/announcement-date.asp,,"Dec 12, 2025 ·Explore the importance ofannouncementdates for companies and government agencies, including their impact on shareholders, financial markets, and economic policies.",
exatech-inc-bdbc75,ExaTech Inc,"Esperion Home | Esperion Therapeutics, Inc.",https://www.esperion.com/news-releases/news-release-details/us-fda-approves-broad-new-labels-nexletolr-and-nexlizetr-prevent,,"Esperion Home | Esperion Therapeutics,Inc.",
exatech-inc-bdbc75,ExaTech Inc,Kroll Restructuring Administration,https://restructuring.ra.kroll.com/Exactech/Home-Index,,"Oct 29, 2024 ·Case Background On October 29, 2024, Exactech,Inc. and 4 affiliated debtors (collectively, the ""Debtors"") each filed a voluntary petition for relief under Chapter 11 of the United States Bankruptcy Code in the United States Bankruptcy Court for the District of Delaware. The cases are pending before the Honorable Laurie Selber Silverstein and are jointly administered under Case No. 24-12441.",
exatech-inc-bdbc75,ExaTech Inc,ExaTech Inc hiring Implementation Consultant in United States ...,https://www.linkedin.com/jobs/view/implementation-consultant-at-exatech-inc-4383306934,,2 days ago ·Referrals increase your chances of interviewing atExaTech Incby 2x Get notified about new Implementation Consultant jobs in United States.,
exatech-inc-bdbc75,ExaTech Inc,Implementation Consultant - Exatech Inc - Remote | Dice.com,https://www.dice.com/job-detail/0c00bb19-2298-4a84-821b-543230c13d18,,"Exatech Inc, Inc is a Global Information Technology Services company providing a full spectrum of IT Services in the Latin American marketplace with focus on efficient outsourcing solutions. We offer superior expertise in consulting for e-Business, application engineering, Business Intelligence and Business Process Outsourcing using Onsite, Offsite and Off-Shore resources. Headquartered in ...",
exatech-inc-bdbc75,ExaTech Inc,Exeter Finance | Careers - Join our team,https://www.exeterfinance.com/careers,,Voted one of America's best midsize employers! Join a collaborativeteamwhere your ideas are valued and where you have an opportunity to make an impact every day. Explore opportunities and find the role that’s perfect for you.,
exatech-inc-bdbc75,ExaTech Inc,"CTO Jobs, Employment | Indeed",https://www.indeed.com/q-CTO-jobs.html,,"2,956 CTO jobs available onIndeed.com. Apply to Chief Technology Officer, Director of Technology, Director of Information Technology and more!",
exatech-inc-bdbc75,ExaTech Inc,The Three Seats Of Engineering Leadership - Forbes,https://www.forbes.com/sites/forbestechcouncil/2018/01/16/the-three-seats-of-engineering-leadership/,,"Jan 16, 2018 ·• The CTO does not want to manage people directly anymore and wants to continue focusing on the technical vision. • Members of the engineeringteamare feeling left out regarding direction ...",
